"Doctor","Medical Condition","Hospital"
"Albert Small","Obesity","LLC Moore"
"Albert Smith DVM","Asthma","Dorsey-Mcguire"
"Albert Taylor","Obesity","Parrish Griffin and Burke,"
"Albert Taylor","Arthritis","Graham Johnston, Shepherd and"
"Albert Terry","Asthma","LLC Mahoney"
"Albert Thompson","Asthma","and Kidd, Martinez Acevedo"
"Albert Valenzuela","Cancer","Oliver Richardson and Davis,"
"Albert Williams","Arthritis","Nguyen Obrien, Morales and"
"Albert Wilson","Asthma","Odonnell Ltd"
"Albert Wright","Arthritis","Group Knox"
"Alec Castillo","Diabetes","Martin Inc"
"Alec Cummings","Cancer","Stevens Green Andersen, and"
"Alec Diaz","Cancer","Hughes-Short"
"Alec Flores","Hypertension","and White Holmes Smith,"
"Alec Gallegos","Asthma","Pierce Inc"
"Alec Jones","Asthma","Little and Torres, Jones"
"Alec May","Arthritis","Carter Inc"
"Alec Mills","Cancer","Duran-Blake"
"Alec Ortiz","Cancer","Bullock-Pierce"
"Alec Pope","Arthritis","Ross-Ho"
"Alec Turner","Arthritis","and Sons Saunders"
"Alejandra Clark","Hypertension","Friedman LLC"
"Alejandra Cummings","Obesity","Taylor, Turner Johnson and"
"Alejandra Foster","Diabetes","Rios Ltd"
"Alejandra Garcia","Arthritis","Hudson-Martin"
"Alejandra Martin","Arthritis","Johnson PLC"
"Alejandra Martinez","Asthma","Bell-Beck"
"Alejandra Mccarty","Cancer","Inc Taylor"
"Alejandra Miller","Hypertension","LLC Curry"
"Alejandra Ochoa","Asthma","Weiss-Johnson"
"Alejandra Palmer","Diabetes","Kelly-Clark"
"Alejandra Ruiz","Diabetes","Hill-Velez"
"Alejandra Welch","Hypertension","LLC Austin"
"Alejandra Williams","Arthritis","Inc Davis"
"Alejandro Brown","Obesity","Gonzales Montoya, and Diaz"
"Alejandro Cole","Obesity","Ltd Martin"
"Alejandro Davis","Arthritis","Webb Ibarra, Edwards and"
"Alejandro Edwards","Asthma","Sanchez-Thompson"
"Alejandro Frederick","Diabetes","Wilson Price Brooks, and"
"Alejandro Harper","Asthma","Gonzalez LLC"
"Alejandro Hernandez","Diabetes","Group Hunt"
"Alejandro Kim","Cancer","and Hall, Roberts Cole"
"Alejandro Lowery","Cancer","Shaw-Henderson"
"Alejandro Oneal","Asthma","Williams-Davis"
"Alejandro Pearson","Obesity","Hess Sons and"
"Alejandro Phillips","Obesity","Berry Group"
"Alejandro Rhodes","Asthma","Willis-Clark"
"Alejandro Rojas","Asthma","Stevens-Bailey"
"Alejandro Scott","Hypertension","Zuniga-Mann"
"Alex Bailey","Diabetes","Smith-Jenkins"
"Alex Banks","Cancer","Sons and Miller"
"Alex Berg","Obesity","Perez Rivera Howard, and"
"Alex Brady","Diabetes","Cooper-Koch"
"Alex Brooks","Hypertension","Wilson-Murphy"
"Alex Carroll","Cancer","Townsend Taylor Khan, and"
"Alex Chambers","Arthritis","Robertson Group"
"Alex Cooper","Diabetes","Pennington-Simon"
"Alex Cummings","Hypertension","Hester Ltd"
"Alex Curtis III","Arthritis","Brown Group"
"Alex Davis","Hypertension","Hayes and Miller, Sawyer"
"Alex Dominguez","Arthritis","PLC Bishop"
"Alex Donovan","Hypertension","Nelson-Boone"
"Alex Edwards","Arthritis","Mendoza Ltd"
"Alex Ewing","Hypertension","Myers-Lloyd"
"Alex Fischer","Diabetes","Donovan-Olson"
"Alex Garcia","Diabetes","Morris Ltd"
"Alex Goodman","Obesity","Oconnell Group"
"Alex Herrera","Cancer","Johnson-Dodson"
"Alex Hodge","Arthritis","Jenkins-Robinson"
"Alex Johnson","Arthritis","Burns-Rose"
"Alex Johnson","Arthritis","Wells Group"
"Alex Lamb","Cancer","Bartlett-Logan"
"Alex Lane","Hypertension","Evans-Pena"
"Alex Lopez","Hypertension","Russo, Thomas and Kerr"
"Alex Mcintosh","Asthma","Thomas Smith and Gilbert,"
"Alex Mcknight","Arthritis","and Howell Sons"
"Alex Miller","Diabetes","PLC Taylor"
"Alex Miller","Arthritis","Rodriguez, Williams Stewart and"
"Alex Moore","Arthritis","LLC Hinton"
"Alex Neal","Cancer","and Day, Lewis Coleman"
"Alex Neal","Cancer","and Sons Morgan"
"Alex Olson","Hypertension","Long-Mckee"
"Alex Ortiz","Diabetes","Mcpherson, Ramos Aguilar and"
"Alex Pope","Obesity","Gonzales-Campbell"
"Alex Pruitt","Asthma","Ward-Baker"
"Alex Rivera","Arthritis","Ltd Smith"
"Alex Ryan","Hypertension","Lawson-Park"
"Alex Shelton","Cancer","and Orr, Aguirre Bryant"
"Alex Thomas","Cancer","Gonzalez Sons and"
"Alex Thornton","Diabetes","and Kim, Brown Blackburn"
"Alex Torres","Hypertension","Adams-Mendoza"
"Alex Tyler","Arthritis","Hinton, Watson Hubbard and"
"Alex Walsh","Hypertension","Silva PLC"
"Alex Wells","Asthma","Rhodes-Young"
"Alex Williams","Hypertension","Johnson-Brown"
"Alex Wilson","Asthma","Garcia Moreno and Edwards,"
"Alexa Burnett","Obesity","Berry, and Bryan Baker"
"Alexa Cox","Hypertension","Williams Inc"
"Alexa Espinoza","Hypertension","Holt-Strickland"
"Alexa Garrett","Hypertension","and Stewart Sons"
"Alexa Hernandez","Cancer","Meyer Pierce, and Lindsey"
"Alexa Hill","Asthma","Anthony, Schmidt Taylor and"
"Alexa King","Cancer","Liu-Steele"
"Alexa Lawson","Cancer","and Turner Le, Raymond"
"Alexa Lopez","Hypertension","Hogan Kelley and Frye,"
"Alexa Mccarthy","Cancer","Brown-Payne"
"Alexa Perez","Obesity","Chandler, and Berry Meyer"
"Alexa Perry","Arthritis","Sanford-Stein"
"Alexa Phillips","Asthma","Jimenez-Jones"
"Alexa Vasquez","Diabetes","Baker and Riddle Ellis,"
"Alexander Allen","Arthritis","Ltd Walton"
"Alexander Armstrong","Arthritis","Montes Ltd"
"Alexander Ayala","Diabetes","Williams Lee and Joseph,"
"Alexander Bailey","Asthma","Hines Ltd"
"Alexander Bailey","Cancer","Wright Kelley, and Long"
"Alexander Bailey","Asthma","Campbell Ltd"
"Alexander Baker","Arthritis","Ltd Wilson"
"Alexander Beck","Obesity","Inc Jackson"
"Alexander Bennett","Asthma","Brown and Cohen Fuller,"
"Alexander Blackwell","Cancer","Martin-Johnson"
"Alexander Briggs","Diabetes","Serrano Cole and Ross,"
"Alexander Brown","Asthma","Gilmore LLC"
"Alexander Bruce","Arthritis","and Christian Adkins, Wall"
"Alexander Burnett","Cancer","Inc Peterson"
"Alexander Carr","Hypertension","Hull, and Chapman Jones"
"Alexander Carroll","Hypertension","Sons Bautista and"
"Alexander Carter","Cancer","Torres and Sons"
"Alexander Castillo","Cancer","Knight and Collins Jackson,"
"Alexander Charles","Diabetes","Nelson and Diaz, Moore"
"Alexander Cline","Arthritis","Hood Inc"
"Alexander Cobb","Cancer","Keller Stewart, and Mcbride"
"Alexander Daniels","Cancer","Clay-Smith"
"Alexander David","Obesity","Le Inc"
"Alexander Davis","Hypertension","Garcia-Mack"
"Alexander Douglas","Asthma","Perkins-Baker"
"Alexander Duarte","Hypertension","Miller Inc"
"Alexander Duke","Diabetes","Wilson-Fletcher"
"Alexander Dunn","Hypertension","Lee, Neal Rocha and"
"Alexander Ferguson","Asthma","LLC Jones"
"Alexander Fox","Diabetes","Munoz Ward Benson, and"
"Alexander Freeman","Obesity","Gonzalez-Orozco"
"Alexander Frye","Diabetes","Mitchell Gordon, Caldwell and"
"Alexander Garcia","Cancer","Decker Glover, and Christensen"
"Alexander Garcia","Cancer","Johnson Ltd"
"Alexander Garza","Cancer","Booth-Jackson"
"Alexander Gibson","Diabetes","Mcguire and Brown, Weeks"
"Alexander Glover","Arthritis","Jones, Rose Bishop and"
"Alexander Gomez","Obesity","Inc Roy"
"Alexander Gray","Arthritis","Walker Rodriguez Carter, and"
"Alexander Gutierrez","Asthma","and Sweeney Moore Jackson,"
"Alexander Harris","Hypertension","PLC Owen"
"Alexander Harris","Obesity","York, and Barker Thomas"
"Alexander Harvey","Cancer","Salas, Stephens Woods and"
"Alexander Hebert","Diabetes","Hammond and Sons"
"Alexander Hendrix","Asthma","Sharp, Klein Johnson and"
"Alexander Higgins","Asthma","Hurley Inc"
"Alexander Hines","Asthma","Rogers-Parrish"
"Alexander Hodge","Hypertension","Walsh Ltd"
"Alexander Hopkins","Asthma","PLC Romero"
"Alexander Horton","Diabetes","Smith-Reed"
"Alexander Hull","Hypertension","Powers LLC"
"Alexander Hunt","Diabetes","Burton Mercado, and Cohen"
"Alexander Hunt","Diabetes","Morales LLC"
"Alexander Jackson","Diabetes","Logan-Powell"
"Alexander Jackson","Obesity","Hamilton Group"
"Alexander Jackson","Arthritis","Group Luna"
"Alexander James","Cancer","Lane Klein, Garcia and"
"Alexander James","Asthma","and Stewart, Howard Obrien"
"Alexander Jenkins","Obesity","Sims Barrett, and Fletcher"
"Alexander Johnson","Arthritis","Mills Sons and"
"Alexander Johnson","Obesity","Wells, Schroeder Ramirez and"
"Alexander Johnson","Hypertension","Cardenas, Greene and Mcintosh"
"Alexander Jones","Obesity","Owen-Manning"
"Alexander Jones","Diabetes","Jackson-Gonzalez"
"Alexander King","Hypertension","Lester-Park"
"Alexander Klein","Obesity","White-Black"
"Alexander Kramer","Asthma","Duncan, Wong and Andrews"
"Alexander Lawson","Hypertension","Nguyen LLC"
"Alexander Lee","Arthritis","Patel-Robertson"
"Alexander Lester","Diabetes","Flores-Johnson"
"Alexander Love","Obesity","Stone Inc"
"Alexander Manning","Arthritis","Anderson-Peters"
"Alexander Martin","Diabetes","Kennedy-Huber"
"Alexander Martinez","Cancer","Hernandez Inc"
"Alexander Martinez","Obesity","and Campbell Sherman, Torres"
"Alexander Martinez","Cancer","Hughes, and Johnson Mooney"
"Alexander Mcintosh","Arthritis","Garrett PLC"
"Alexander Meyer","Asthma","Lee Inc"
"Alexander Miller","Diabetes","Collins and Wright, Garrison"
"Alexander Miller","Hypertension","Thompson PLC"
"Alexander Mills","Hypertension","Group Jacobs"
"Alexander Mitchell","Hypertension","Stewart-Mckinney"
"Alexander Monroe","Arthritis","Thomas-Ramirez"
"Alexander Monroe","Arthritis","Richardson-Hatfield"
"Alexander Montgomery","Cancer","Floyd-Castillo"
"Alexander Moore","Obesity","Inc Cox"
"Alexander Moore","Diabetes","Edwards, Fry and Lopez"
"Alexander Moore","Cancer","Stanley and Walker, Jenkins"
"Alexander Moreno","Asthma","Sexton-Chang"
"Alexander Morgan","Hypertension","Day Frey, and Rodgers"
"Alexander Morris","Diabetes","Evans-Fuller"
"Alexander Murphy","Hypertension","Robinson Richards, Dodson and"
"Alexander Murray","Cancer","Lewis, King Hancock and"
"Alexander Myers","Diabetes","LLC Smith"
"Alexander Nguyen","Arthritis","Davis Leonard, and Flores"
"Alexander Nicholson","Hypertension","Harmon, Poole Le and"
"Alexander Oconnor","Obesity","Stone-Lopez"
"Alexander Pacheco","Asthma","and Carroll Hartman, Huang"
"Alexander Parks","Arthritis","Hill-Hunt"
"Alexander Patterson","Obesity","Horton-Martinez"
"Alexander Peterson","Cancer","Gates-Stewart"
"Alexander Ponce","Obesity","Zhang-James"
"Alexander Preston","Arthritis","Barton-Johnson"
"Alexander Price","Asthma","Stevens Fitzgerald, and Ballard"
"Alexander Prince","Asthma","Dixon-Caldwell"
"Alexander Randall","Asthma","and Wolfe Morgan Lloyd,"
"Alexander Rivera","Hypertension","Scott, Moore and Brewer"
"Alexander Robinson","Hypertension","and Bailey Dickerson Dalton,"
"Alexander Robinson","Obesity","Edwards Le Taylor, and"
"Alexander Robles","Obesity","Jones-Garrett"
"Alexander Rodriguez","Diabetes","Stone and Johnson, Scott"
"Alexander Rodriguez","Cancer","and Evans Lynn, Hernandez"
"Alexander Rodriguez","Cancer","and Johnson Clements Conrad,"
"Alexander Ruiz","Arthritis","Freeman-Buchanan"
"Alexander Ryan","Asthma","LLC Harris"
"Alexander Sanchez","Hypertension","Reid-Lara"
"Alexander Sanchez","Arthritis","Inc Brown"
"Alexander Sanders","Asthma","PLC Hurley"
"Alexander Scott","Hypertension","Inc James"
"Alexander Shelton","Arthritis","Chen-Hogan"
"Alexander Smith","Arthritis","Cline-Watson"
"Alexander Smith","Diabetes","and Smith, Davis Morse"
"Alexander Smith","Diabetes","LLC Castaneda"
"Alexander Smith","Hypertension","Bates Ltd"
"Alexander Smith DDS","Obesity","Inc Moore"
"Alexander Stanley","Cancer","Stark, Haynes Snow and"
"Alexander Stephens","Cancer","Conner and Newman Barron,"
"Alexander Stewart","Hypertension","Terrell-Powell"
"Alexander Stewart","Obesity","and Lewis, Edwards Harvey"
"Alexander Stewart","Cancer","Anderson-Jones"
"Alexander Swanson","Hypertension","Nichols Brown, and White"
"Alexander Terry","Hypertension","Deleon-Sutton"
"Alexander Vasquez","Hypertension","Marshall-Jordan"
"Alexander Villarreal","Obesity","Robertson-Jones"
"Alexander Villegas","Asthma","Chapman Group"
"Alexander Walters","Hypertension","Vazquez-Sanchez"
"Alexander Washington","Arthritis","Burton Peterson and Williams,"
"Alexander Watkins","Cancer","Silva-Murray"
"Alexander Watson","Arthritis","Ball LLC"
"Alexander White","Hypertension","Phillips Garcia and Jimenez,"
"Alexander Wiley","Arthritis","Smith-Cunningham"
"Alexander Williams","Cancer","Duran-Scott"
"Alexander Williams","Asthma","Velazquez-Walsh"
"Alexandra Ballard","Cancer","Brown LLC"
"Alexandra Barnes","Cancer","Patrick-Huffman"
"Alexandra Barnett","Diabetes","Brewer and Aguilar, Carpenter"
"Alexandra Bennett","Arthritis","Walsh PLC"
"Alexandra Bowen","Cancer","LLC Jackson"
"Alexandra Buck","Cancer","Smith Inc"
"Alexandra Caldwell","Obesity","Sons Thomas and"
"Alexandra Camacho","Arthritis","Sons and Lee"
"Alexandra Cantrell","Arthritis","LLC Stone"
"Alexandra Cardenas","Diabetes","Sandoval-Barnes"
"Alexandra Case","Obesity","Travis, and Rocha Alvarez"
"Alexandra Cherry","Hypertension","Bowman-Wade"
"Alexandra Daniels","Asthma","LLC Walters"
"Alexandra Davis","Arthritis","LLC Montoya"
"Alexandra Erickson","Hypertension","LLC White"
"Alexandra Flores","Obesity","Travis, Oneill Hughes and"
"Alexandra Frye","Arthritis","Jones Stephens Nunez, and"
"Alexandra Fuller","Arthritis","Perez LLC"
"Alexandra Gallagher","Hypertension","Bennett-Buckley"
"Alexandra Garcia","Asthma","Ltd Glass"
"Alexandra Gentry","Hypertension","and James Rose, Shields"
"Alexandra Gould","Diabetes","and Cooper Soto Mccullough,"
"Alexandra Hall","Arthritis","Wilson Ltd"
"Alexandra Hayes","Hypertension","Watson-Pugh"
"Alexandra Hernandez","Asthma","and Patton, Henry Thomas"
"Alexandra Holmes","Obesity","Rogers-Weber"
"Alexandra Howard","Hypertension","Smith-Hicks"
"Alexandra Howell","Arthritis","Long Group"
"Alexandra Jones","Asthma","Davis Ltd"
"Alexandra Kaufman","Arthritis","Inc Schmidt"
"Alexandra Kim","Arthritis","Inc Singh"
"Alexandra Knapp","Cancer","Long-Brown"
"Alexandra Lawson","Obesity","Rodriguez-Morris"
"Alexandra Livingston","Obesity","Holmes, and Levine Eaton"
"Alexandra Martin","Cancer","Carlson LLC"
"Alexandra Martin","Obesity","Molina-Harvey"
"Alexandra Mcdonald","Cancer","Aguirre-Rodriguez"
"Alexandra Melton","Obesity","Payne, Fletcher and Vaughan"
"Alexandra Meyers","Hypertension","Lee-Meyer"
"Alexandra Mitchell","Diabetes","Bowers-Stewart"
"Alexandra Morrison","Diabetes","Campbell-Gonzalez"
"Alexandra Olson","Hypertension","Larson-Collier"
"Alexandra Pena","Cancer","Wright Sons and"
"Alexandra Ramos","Obesity","Meyers-Hicks"
"Alexandra Reynolds","Hypertension","Inc Williams"
"Alexandra Rice","Asthma","Boyer-Walker"
"Alexandra Richard","Hypertension","Holt-Barnes"
"Alexandra Richardson","Diabetes","Smith-Freeman"
"Alexandra Richardson","Cancer","Ward-Bowman"
"Alexandra Riddle","Cancer","Moody Inc"
"Alexandra Roberts","Obesity","Moore-Smith"
"Alexandra Roberts","Diabetes","Mason, Cantrell and Wood"
"Alexandra Ross","Arthritis","Group Nicholson"
"Alexandra Ruiz","Obesity","Group Garcia"
"Alexandra Russell","Diabetes","Harvey and Smith, Johnson"
"Alexandra Sanchez","Diabetes","Jackson and Wilson, Harris"
"Alexandra Sanders","Obesity","Wilson-Schaefer"
"Alexandra Sexton","Asthma","Stein-Watts"
"Alexandra Shelton","Arthritis","Wright-Daniels"
"Alexandra Sims","Asthma","Pearson, and Lynch Oconnor"
"Alexandra Smith","Diabetes","Baker-Morrison"
"Alexandra Stein","Asthma","Miranda-Smith"
"Alexandra Stevens","Cancer","Chavez, and Hardin Miller"
"Alexandra Sullivan","Obesity","Valdez-Rojas"
"Alexandra Walker","Cancer","Jackson-Brown"
"Alexandra Warren","Arthritis","Johnson and Rivera, Allen"
"Alexandra Wiggins","Obesity","Davis-Benton"
"Alexandra Williams","Diabetes","Meyers LLC"
"Alexandra Williams","Asthma","Phillips-Sanchez"
"Alexandria Anderson","Hypertension","and Russell Barnes, Ward"
"Alexandria Bridges","Obesity","Ltd Jackson"
"Alexandria Cruz","Diabetes","and James, Buck Alvarez"
"Alexandria Dodson","Arthritis","Campbell-Martin"
"Alexandria Drake","Obesity","Davis Miranda, and Estrada"
"Alexandria Foley","Arthritis","Crawford LLC"
"Alexandria French","Arthritis","Allen Payne, Hamilton and"
"Alexandria Gates","Cancer","Dawson-Burke"
"Alexandria Harris","Diabetes","Rollins-Garrett"
"Alexandria Hicks","Hypertension","Group Lane"
"Alexandria Johnson","Diabetes","Inc Lopez"
"Alexandria Lambert","Obesity","Chen-Cisneros"
"Alexandria Martinez","Hypertension","Griffin LLC"
"Alexandria Merritt","Hypertension","Hubbard, Garza Jordan and"
"Alexandria Miller","Cancer","Reeves Sheppard and Barron,"
"Alexandria Monroe","Obesity","and Cook Sons"
"Alexandria Moreno","Arthritis","LLC Maxwell"
"Alexandria Pearson","Asthma","Branch LLC"
"Alexandria Phillips","Obesity","Brown, and Ward Melton"
"Alexandria Rodriguez","Hypertension","Taylor-Hayes"
"Alexandria Santos","Asthma","Evans-Payne"
"Alexandria Smith","Obesity","Jacobs-Brown"
"Alexandria Wiley","Hypertension","Payne, Kennedy and Bean"
"Alexandria Wilkins","Cancer","Byrd-Fernandez"
"Alexandria Woods","Obesity","Craig, Patel and Shah"
"Alexandria Wright","Arthritis","PLC Johns"
"Alexandria Young","Diabetes","Cunningham Burke and Ferguson,"
"Alexis Anderson","Obesity","Villa and Sons"
"Alexis Austin","Arthritis","Villanueva-Scott"
"Alexis Ball","Obesity","Garrison Gonzalez, and Gonzalez"
"Alexis Barber","Asthma","Sons Cross and"
"Alexis Bradford","Obesity","Johnson-Gray"
"Alexis Bradley","Obesity","Douglas Carrillo, Townsend and"
"Alexis Brown","Cancer","Group Graham"
"Alexis Brown","Asthma","Turner-Frank"
"Alexis Bryan","Diabetes","Hunter PLC"
"Alexis Burch","Hypertension","Miller-Turner"
"Alexis Campbell","Cancer","Group Green"
"Alexis Cohen","Hypertension","and Peterson Kent Anthony,"
"Alexis Colon","Hypertension","Brown Greene Swanson, and"
"Alexis Cooper","Arthritis","LLC Scott"
"Alexis Davis","Obesity","Graham-Cunningham"
"Alexis Dodson","Cancer","Donaldson and Martinez Jones,"
"Alexis Dodson","Asthma","Estrada-Ochoa"
"Alexis Eaton","Hypertension","and Martinez Perkins Gibson,"
"Alexis Espinoza","Asthma","Brooks Ltd"
"Alexis Fletcher","Diabetes","LLC Daniels"
"Alexis Garrison","Cancer","Chen, and Avery Green"
"Alexis Garza","Hypertension","and Barajas Jimenez, Daniel"
"Alexis Gomez","Obesity","and Soto, Stone Phillips"
"Alexis Gonzales","Asthma","Delacruz-Watson"
"Alexis Gonzalez","Diabetes","May LLC"
"Alexis Green","Arthritis","Robinson, Hamilton and Lucas"
"Alexis Hall","Obesity","Tanner and Walker Wallace,"
"Alexis Hamilton","Cancer","Martinez Sons and"
"Alexis Harris","Asthma","Erickson-Johnson"
"Alexis Hernandez","Cancer","and Jones Sherman, Miller"
"Alexis Horton","Diabetes","Hatfield Wong, and Richardson"
"Alexis Hunter","Obesity","Woods-Pope"
"Alexis Ingram","Cancer","and Flores Lyons, Stephenson"
"Alexis Johnson","Diabetes","Olson Taylor and White,"
"Alexis Johnson","Cancer","Livingston-Smith"
"Alexis Jones","Diabetes","Campbell-Miller"
"Alexis Jones","Arthritis","Watson, Clarke and Dougherty"
"Alexis Jones","Hypertension","Mccann Graves and Sutton,"
"Alexis Kelly","Obesity","Castillo, Suarez and Mcdonald"
"Alexis Kelly","Diabetes","Long-Salas"
"Alexis Knight","Cancer","Hayes, and Lee Adams"
"Alexis Knight","Arthritis","Reed Sons and"
"Alexis Knox","Cancer","Foster-Bush"
"Alexis Landry","Hypertension","Blackwell-Smith"
"Alexis Lawrence","Hypertension","Hoffman and Sons"
"Alexis Lowery","Asthma","Fischer Group"
"Alexis Marsh","Arthritis","Clarke-Berry"
"Alexis Martin","Cancer","Garza-Hayes"
"Alexis Mason","Asthma","Ltd Liu"
"Alexis Massey","Arthritis","Bell-Hamilton"
"Alexis Merritt","Asthma","Williams-Luna"
"Alexis Meyer","Cancer","Nguyen Sons and"
"Alexis Moore","Diabetes","Sons and Martinez"
"Alexis Moore","Asthma","and Davis Williams Espinoza,"
"Alexis Morris","Asthma","LLC Calhoun"
"Alexis Morrison","Arthritis","LLC Dunn"
"Alexis Parker","Asthma","and York, Bell Smith"
"Alexis Parsons","Diabetes","Rivera-Chen"
"Alexis Pineda","Cancer","Walters Davis, and Harrington"
"Alexis Porter","Cancer","PLC Villegas"
"Alexis Ramos","Diabetes","Boyd-Gomez"
"Alexis Richards","Cancer","Walker-Bradshaw"
"Alexis Robbins","Cancer","Sullivan-Gibson"
"Alexis Roberts","Asthma","Cox, Vaughn Herrera and"
"Alexis Robinson","Hypertension","Krause-Chen"
"Alexis Robinson","Hypertension","Meadows-Nichols"
"Alexis Sanchez","Cancer","Group Young"
"Alexis Sandoval","Arthritis","Bullock and Peck Morris,"
"Alexis Sawyer","Cancer","Walton, Allen and Adams"
"Alexis Schneider","Cancer","Group Edwards"
"Alexis Sullivan","Cancer","Galvan-Hopkins"
"Alexis Sullivan","Asthma","LLC Smith"
"Alexis Thomas","Obesity","Bennett and Moore, Smith"
"Alexis Valdez","Cancer","LLC Foster"
"Alexis Walker","Arthritis","Rodriguez-Howell"
"Alexis Walker","Cancer","Ltd Santos"
"Alexis Waller","Cancer","Sims-Cooper"
"Alexis Walsh","Hypertension","Waller, and Herman Clark"
"Alexis Williams","Arthritis","Carpenter-Schmidt"
